Title,Channel,URL
"RAW: Rep. Hakeem Jeffries reacts to rumors of more Joe Biden pardons","WAAY 31 News","https://www.youtube.com/watch?v=-KUHlN6ip0s"
"RAW: Rep. Hakeem Jeffries reacts to rumors of more Joe Biden pardons","WAAY 31 News","https://www.youtube.com/watch?v=-KUHlN6ip0s"
"‘Huge mistake’: Analyst says Biden pardoning his son takes ‘moral high ground’ away from Democrats","MSNBC","https://www.youtube.com/watch?v=Kr-Up3O2gM8"
"‘Huge mistake’: Analyst says Biden pardoning his son takes ‘moral high ground’ away from Democrats","MSNBC","https://www.youtube.com/watch?v=Kr-Up3O2gM8"
"DOUBLE STANDARD? CHARLAMAGNE Tha God Calls Out Biden While WHOOPI Stands By Her Man","The Hill","https://www.youtube.com/watch?v=65GpElCk2Hs"
"DOUBLE STANDARD? CHARLAMAGNE Tha God Calls Out Biden While WHOOPI Stands By Her Man","The Hill","https://www.youtube.com/watch?v=65GpElCk2Hs"
"President Biden pardoned his son Hunter. What does that mean?","WCNC","https://www.youtube.com/watch?v=UFELk3MZtyo"
"President Biden pardoned his son Hunter. What does that mean?","WCNC","https://www.youtube.com/watch?v=UFELk3MZtyo"
"The Bidens ‘succeeded’ in putting themselves above the law: Turley","Fox Business","https://www.youtube.com/watch?v=5WzSJROqcFI"
"The Bidens ‘succeeded’ in putting themselves above the law: Turley","Fox Business","https://www.youtube.com/watch?v=5WzSJROqcFI"
"Hegseth & Patel facing uphill battle for confirmation","FOX 26 Houston","https://www.youtube.com/watch?v=DdtvTjrnGas"
"Hegseth & Patel facing uphill battle for confirmation","FOX 26 Houston","https://www.youtube.com/watch?v=DdtvTjrnGas"
"Trump voices support for Hegseth nomination","KARE 11","https://www.youtube.com/watch?v=crYsZHXBirc"
"Trump voices support for Hegseth nomination","KARE 11","https://www.youtube.com/watch?v=crYsZHXBirc"
"What to make of Pete Hegseth’s promise to stay sober","MSNBC","https://www.youtube.com/watch?v=9zbvQt0SuTI"
"What to make of Pete Hegseth’s promise to stay sober","MSNBC","https://www.youtube.com/watch?v=9zbvQt0SuTI"
"DeSantis Coming for Hegseth? Trump Considers FL Gov. for DOD Nom, Securing His Political Future","The Hill","https://www.youtube.com/watch?v=wuX_4CDib7I"
"DeSantis Coming for Hegseth? Trump Considers FL Gov. for DOD Nom, Securing His Political Future","The Hill","https://www.youtube.com/watch?v=wuX_4CDib7I"
"Trump defends Pentagon pick Pete Hegseth in NBC interview","TODAY","https://www.youtube.com/watch?v=thkdDy4Sjuc"
"Trump defends Pentagon pick Pete Hegseth in NBC interview","TODAY","https://www.youtube.com/watch?v=thkdDy4Sjuc"
"Trump makes 1st public show of support for Hegseth amid misconduct allegations","ABC 7 Chicago","https://www.youtube.com/watch?v=LyrkNElDhqE"
"Trump makes 1st public show of support for Hegseth amid misconduct allegations","ABC 7 Chicago","https://www.youtube.com/watch?v=LyrkNElDhqE"
"Trump shows support for embattled defense secretary nominee Pete Hegseth","ABC News","https://www.youtube.com/watch?v=uEdQ9eEIdKg"
"Trump shows support for embattled defense secretary nominee Pete Hegseth","ABC News","https://www.youtube.com/watch?v=uEdQ9eEIdKg"
"Washington Week with The Atlantic full episode, Dec. 6, 2024","Washington Week PBS","https://www.youtube.com/watch?v=Px8vGme5Pgw"
"Washington Week with The Atlantic full episode, Dec. 6, 2024","Washington Week PBS","https://www.youtube.com/watch?v=Px8vGme5Pgw"
"Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate","NEWS CENTER Maine","https://www.youtube.com/watch?v=Br-lHuxYi8U"
"Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate","NEWS CENTER Maine","https://www.youtube.com/watch?v=Br-lHuxYi8U"
"Donald Trump says he thinks Pete Hegseth can get confirmed: ‘He’s a very smart guy’","NBC News","https://www.youtube.com/watch?v=qdEyCvXkmAU"
"Donald Trump says he thinks Pete Hegseth can get confirmed: ‘He’s a very smart guy’","NBC News","https://www.youtube.com/watch?v=qdEyCvXkmAU"
"Analysis | Why is Trump still backing Pete Hegseth for defense secretary?","NBC10 Boston","https://www.youtube.com/watch?v=hbzUrbpHnaE"
"Analysis | Why is Trump still backing Pete Hegseth for defense secretary?","NBC10 Boston","https://www.youtube.com/watch?v=hbzUrbpHnaE"
"How strong is Pete Hegseth's support on Capitol Hill?","CBS News","https://www.youtube.com/watch?v=yLWrPX7em6Y"
"How strong is Pete Hegseth's support on Capitol Hill?","CBS News","https://www.youtube.com/watch?v=yLWrPX7em6Y"
"Polls open in Ghana's 2024 presidential and parliamentary elections","Associated Press","https://www.youtube.com/watch?v=cZrvO0Tpoac"
"Polls open in Ghana's 2024 presidential and parliamentary elections","Associated Press","https://www.youtube.com/watch?v=cZrvO0Tpoac"
"Ghana’s election is expected to be highly competitive","Voice of America","https://www.youtube.com/watch?v=byATlWv0wRw"
"Ghana’s election is expected to be highly competitive","Voice of America","https://www.youtube.com/watch?v=byATlWv0wRw"
"Why Ghana's election outcome could be determined by fertilizer | REUTERS","Reuters","https://www.youtube.com/watch?v=0Odmy3Uok2Q"
"Why Ghana's election outcome could be determined by fertilizer | REUTERS","Reuters","https://www.youtube.com/watch?v=0Odmy3Uok2Q"
"Young Ghanaians bemoan unemployment and inflation ahead of Saturday’s election","Associated Press","https://www.youtube.com/watch?v=nlpKhqUvH0s"
"Young Ghanaians bemoan unemployment and inflation ahead of Saturday’s election","Associated Press","https://www.youtube.com/watch?v=nlpKhqUvH0s"
"Ghana election: an economic crisis looms large | REUTERS","Reuters","https://www.youtube.com/watch?v=wwKjORfROk4"
"Ghana election: an economic crisis looms large | REUTERS","Reuters","https://www.youtube.com/watch?v=wwKjORfROk4"
"Syria War: Will Russia Save Assad?","Bloomberg Television","https://www.youtube.com/watch?v=lzhOeXIakcc"
"Syria War: Will Russia Save Assad?","Bloomberg Television","https://www.youtube.com/watch?v=lzhOeXIakcc"
"Russia joins strikes on Syrian rebels, new Pete Hegseth allegations and more | The Daily Report","CBS News","https://www.youtube.com/watch?v=dH4y226mLQQ"
"Russia joins strikes on Syrian rebels, new Pete Hegseth allegations and more | The Daily Report","CBS News","https://www.youtube.com/watch?v=dH4y226mLQQ"
"How ‘ruthless’ will Musk and Ramaswamy be with ‘DOGE’ cuts?","MSNBC","https://www.youtube.com/watch?v=fRXqK5uw5NQ"
"How ‘ruthless’ will Musk and Ramaswamy be with ‘DOGE’ cuts?","MSNBC","https://www.youtube.com/watch?v=fRXqK5uw5NQ"
"Anthony Scaramucci on Elon Musk's 'DOGE' plans","Yahoo Finance","https://www.youtube.com/watch?v=uPTnA9MQeS8"
"Anthony Scaramucci on Elon Musk's 'DOGE' plans","Yahoo Finance","https://www.youtube.com/watch?v=uPTnA9MQeS8"
"GOP lawmakers are 'over the moon' about DOGE","FOX 32 Chicago","https://www.youtube.com/watch?v=mOt6HwCUeFk"
"GOP lawmakers are 'over the moon' about DOGE","FOX 32 Chicago","https://www.youtube.com/watch?v=mOt6HwCUeFk"
"The Great DOGE Reversal","Wall Street Journal Opinion","https://www.youtube.com/watch?v=J0RNXXvLMYw"
"The Great DOGE Reversal","Wall Street Journal Opinion","https://www.youtube.com/watch?v=J0RNXXvLMYw"
"Elon Musk and Lil X ventured into the belly of the beast","Fox Business","https://www.youtube.com/watch?v=2VC_y9uzoMQ"
"Elon Musk and Lil X ventured into the belly of the beast","Fox Business","https://www.youtube.com/watch?v=2VC_y9uzoMQ"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","KATVchannel7","https://www.youtube.com/watch?v=zKo0dl5yIkI"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","KATVchannel7","https://www.youtube.com/watch?v=zKo0dl5yIkI"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","KFDM YouTube","https://www.youtube.com/watch?v=yDMTdRnvzgc"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","KFDM YouTube","https://www.youtube.com/watch?v=yDMTdRnvzgc"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","KHQA","https://www.youtube.com/watch?v=VK8bDS_FeqI"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","KHQA","https://www.youtube.com/watch?v=VK8bDS_FeqI"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","ABC 33/40","https://www.youtube.com/watch?v=QCYXajfRv-s"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","ABC 33/40","https://www.youtube.com/watch?v=QCYXajfRv-s"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","KABB FOX San Antonio","https://www.youtube.com/watch?v=sp7H8pLyY94"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","KABB FOX San Antonio","https://www.youtube.com/watch?v=sp7H8pLyY94"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","WRSP/WCCU FOX 55/27 Illinois","https://www.youtube.com/watch?v=i6-VHkK_4Jc"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","WRSP/WCCU FOX 55/27 Illinois","https://www.youtube.com/watch?v=i6-VHkK_4Jc"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","NBC 15","https://www.youtube.com/watch?v=RHRr-QBeyxE"
"GOP hosts Musk and Ramaswamy to brainstorm leaner government under Trump administration","NBC 15","https://www.youtube.com/watch?v=RHRr-QBeyxE"
